sample_id,split,patch_id,origin,x,y,width,height,weed_pixels,is_empty
DJI_DateTime_2024_06_04_11_08_0076_lat_10.3003600_lon_105.2720315_alt_20.120m,train,DJI_DateTime_2024_06_04_11_08_0076_lat_10.3003600_lon_105.2720315_alt_20.120m__p002,DJI_DateTime_2024_06_04_11_08_0076_lat_10.3003600_lon_105.2720315_alt_20.120m,0,480,640,480,7606,0
DJI_DateTime_2024_06_04_11_08_0076_lat_10.3003600_lon_105.2720315_alt_20.120m,train,DJI_DateTime_2024_06_04_11_08_0076_lat_10.3003600_lon_105.2720315_alt_20.120m__p003,DJI_DateTime_2024_06_04_11_08_0076_lat_10.3003600_lon_105.2720315_alt_20.120m,640,480,640,480,86569,0
DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m,train,DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m__p000,DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m,0,0,640,480,2471,0
DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m,train,DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m__p001,DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m,640,0,640,480,74469,0
DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m,train,DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m__p002,DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m,0,480,640,480,56544,0
DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m,train,DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m__p003,DJI_DateTime_2024_06_04_11_08_0077_lat_10.3003264_lon_105.2720048_alt_20.066m,640,480,640,480,50839,0
DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m,train,DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m__p000,DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m,0,0,640,480,3313,0
DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m,train,DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m__p001,DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m,640,0,640,480,128727,0
DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m,train,DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m__p002,DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m,0,480,640,480,11486,0
DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m,train,DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m__p003,DJI_DateTime_2024_06_04_11_08_0078_lat_10.3003411_lon_105.2719602_alt_20.150m,640,480,640,480,58448,0
DJI_DateTime_2024_06_04_11_08_0079_lat_10.3003599_lon_105.2719149_alt_20.186m,train,DJI_DateTime_2024_06_04_11_08_0079_lat_10.3003599_lon_105.2719149_alt_20.186m__p001,DJI_DateTime_2024_06_04_11_08_0079_lat_10.3003599_lon_105.2719149_alt_20.186m,640,0,640,480,160355,0
DJI_DateTime_2024_06_04_11_08_0079_lat_10.3003599_lon_105.2719149_alt_20.186m,train,DJI_DateTime_2024_06_04_11_08_0079_lat_10.3003599_lon_105.2719149_alt_20.186m__p002,DJI_DateTime_2024_06_04_11_08_0079_lat_10.3003599_lon_105.2719149_alt_20.186m,0,480,640,480,6857,0
DJI_DateTime_2024_06_04_11_08_0079_lat_10.3003599_lon_105.2719149_alt_20.186m,train,DJI_DateTime_2024_06_04_11_08_0079_lat_10.3003599_lon_105.2719149_alt_20.186m__p003,DJI_DateTime_2024_06_04_11_08_0079_lat_10.3003599_lon_105.2719149_alt_20.186m,640,480,640,480,64855,0
DJI_DateTime_2024_06_04_11_08_0080_lat_10.3003798_lon_105.2718697_alt_20.123m,train,DJI_DateTime_2024_06_04_11_08_0080_lat_10.3003798_lon_105.2718697_alt_20.123m__p000,DJI_DateTime_2024_06_04_11_08_0080_lat_10.3003798_lon_105.2718697_alt_20.123m,0,0,640,480,10590,0
DJI_DateTime_2024_06_04_11_08_0080_lat_10.3003798_lon_105.2718697_alt_20.123m,train,DJI_DateTime_2024_06_04_11_08_0080_lat_10.3003798_lon_105.2718697_alt_20.123m__p001,DJI_DateTime_2024_06_04_11_08_0080_lat_10.3003798_lon_105.2718697_alt_20.123m,640,0,640,480,199968,0
DJI_DateTime_2024_06_04_11_08_0080_lat_10.3003798_lon_105.2718697_alt_20.123m,train,DJI_DateTime_2024_06_04_11_08_0080_lat_10.3003798_lon_105.2718697_alt_20.123m__p003,DJI_DateTime_2024_06_04_11_08_0080_lat_10.3003798_lon_105.2718697_alt_20.123m,640,480,640,480,181636,0
DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m,train,DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m__p000,DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m,0,0,640,480,69454,0
DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m,train,DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m__p001,DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m,640,0,640,480,205316,0
DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m,train,DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m__p002,DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m,0,480,640,480,14668,0
DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m,train,DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m__p003,DJI_DateTime_2024_06_04_11_08_0081_lat_10.3003999_lon_105.2718246_alt_20.181m,640,480,640,480,189664,0
DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m,train,DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m__p000,DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m,0,0,640,480,59282,0
DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m,train,DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m__p001,DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m,640,0,640,480,217704,0
DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m,train,DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m__p002,DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m,0,480,640,480,61467,0
DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m,train,DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m__p003,DJI_DateTime_2024_06_04_11_08_0082_lat_10.3004191_lon_105.2717789_alt_20.174m,640,480,640,480,229575,0
DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m,train,DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m__p000,DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m,0,0,640,480,32455,0
DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m,train,DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m__p001,DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m,640,0,640,480,206836,0
DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m,train,DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m__p002,DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m,0,480,640,480,147453,0
DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m,train,DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m__p003,DJI_DateTime_2024_06_04_11_08_0083_lat_10.3004388_lon_105.2717336_alt_20.190m,640,480,640,480,241566,0
DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m,train,DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m__p000,DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m,0,0,640,480,25647,0
DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m,train,DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m__p001,DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m,640,0,640,480,175299,0
DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m,train,DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m__p002,DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m,0,480,640,480,99058,0
DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m,train,DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m__p003,DJI_DateTime_2024_06_04_11_08_0084_lat_10.3004583_lon_105.2716883_alt_20.218m,640,480,640,480,251104,0
DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m,train,DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m__p000,DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m,0,0,640,480,31999,0
DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m,train,DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m__p001,DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m,640,0,640,480,192521,0
DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m,train,DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m__p002,DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m,0,480,640,480,88307,0
DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m,train,DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m__p003,DJI_DateTime_2024_06_04_11_08_0085_lat_10.3004784_lon_105.2716427_alt_20.194m,640,480,640,480,237212,0
DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m,train,DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m__p000,DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m,0,0,640,480,27663,0
DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m,train,DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m__p001,DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m,640,0,640,480,192940,0
DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m,train,DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m__p002,DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m,0,480,640,480,65582,0
DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m,train,DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m__p003,DJI_DateTime_2024_06_04_11_08_0086_lat_10.3004984_lon_105.2715972_alt_20.192m,640,480,640,480,213612,0
DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m,train,DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m__p000,DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m,0,0,640,480,108821,0
DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m,train,DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m__p001,DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m,640,0,640,480,218993,0
DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m,train,DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m__p002,DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m,0,480,640,480,60214,0
DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m,train,DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m__p003,DJI_DateTime_2024_06_04_11_08_0087_lat_10.3005181_lon_105.2715517_alt_20.255m,640,480,640,480,199559,0
DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m,train,DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m__p000,DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m,0,0,640,480,80199,0
DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m,train,DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m__p001,DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m,640,0,640,480,207001,0
DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m,train,DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m__p002,DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m,0,480,640,480,138618,0
DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m,train,DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m__p003,DJI_DateTime_2024_06_04_11_08_0088_lat_10.3005383_lon_105.2715066_alt_20.182m,640,480,640,480,240445,0
DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m,train,DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m__p000,DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m,0,0,640,480,60073,0
DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m,train,DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m__p001,DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m,640,0,640,480,204547,0
DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m,train,DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m__p002,DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m,0,480,640,480,156470,0
DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m,train,DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m__p003,DJI_DateTime_2024_06_04_11_08_0089_lat_10.3005576_lon_105.2714620_alt_20.133m,640,480,640,480,245162,0
DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m,train,DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m__p000,DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m,0,0,640,480,22586,0
DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m,train,DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m__p001,DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m,640,0,640,480,129999,0
DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m,train,DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m__p002,DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m,0,480,640,480,142843,0
DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m,train,DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m__p003,DJI_DateTime_2024_06_04_11_08_0090_lat_10.3005779_lon_105.2714156_alt_20.184m,640,480,640,480,252679,0
DJI_DateTime_2024_06_04_11_08_0091_lat_10.3005974_lon_105.2713709_alt_20.150m,train,DJI_DateTime_2024_06_04_11_08_0091_lat_10.3005974_lon_105.2713709_alt_20.150m__p001,DJI_DateTime_2024_06_04_11_08_0091_lat_10.3005974_lon_105.2713709_alt_20.150m,640,0,640,480,28810,0
DJI_DateTime_2024_06_04_11_08_0091_lat_10.3005974_lon_105.2713709_alt_20.150m,train,DJI_DateTime_2024_06_04_11_08_0091_lat_10.3005974_lon_105.2713709_alt_20.150m__p002,DJI_DateTime_2024_06_04_11_08_0091_lat_10.3005974_lon_105.2713709_alt_20.150m,0,480,640,480,123800,0
DJI_DateTime_2024_06_04_11_08_0091_lat_10.3005974_lon_105.2713709_alt_20.150m,train,DJI_DateTime_2024_06_04_11_08_0091_lat_10.3005974_lon_105.2713709_alt_20.150m__p003,DJI_DateTime_2024_06_04_11_08_0091_lat_10.3005974_lon_105.2713709_alt_20.150m,640,480,640,480,203196,0
DJI_DateTime_2024_06_04_11_08_0092_lat_10.3006174_lon_105.2713269_alt_20.198m,train,DJI_DateTime_2024_06_04_11_08_0092_lat_10.3006174_lon_105.2713269_alt_20.198m__p002,DJI_DateTime_2024_06_04_11_08_0092_lat_10.3006174_lon_105.2713269_alt_20.198m,0,480,640,480,33000,0
DJI_DateTime_2024_06_04_11_08_0092_lat_10.3006174_lon_105.2713269_alt_20.198m,train,DJI_DateTime_2024_06_04_11_08_0092_lat_10.3006174_lon_105.2713269_alt_20.198m__p003,DJI_DateTime_2024_06_04_11_08_0092_lat_10.3006174_lon_105.2713269_alt_20.198m,640,480,640,480,90786,0
DJI_DateTime_2024_06_04_11_09_0093_lat_10.3006372_lon_105.2712811_alt_20.224m,train,DJI_DateTime_2024_06_04_11_09_0093_lat_10.3006372_lon_105.2712811_alt_20.224m__p003,DJI_DateTime_2024_06_04_11_09_0093_lat_10.3006372_lon_105.2712811_alt_20.224m,640,480,640,480,9308,0
DJI_DateTime_2024_06_04_11_09_0111_lat_10.3005641_lon_105.2712811_alt_20.159m,train,DJI_DateTime_2024_06_04_11_09_0111_lat_10.3005641_lon_105.2712811_alt_20.159m__p000,DJI_DateTime_2024_06_04_11_09_0111_lat_10.3005641_lon_105.2712811_alt_20.159m,0,0,640,480,13571,0
DJI_DateTime_2024_06_04_11_09_0111_lat_10.3005641_lon_105.2712811_alt_20.159m,train,DJI_DateTime_2024_06_04_11_09_0111_lat_10.3005641_lon_105.2712811_alt_20.159m__p001,DJI_DateTime_2024_06_04_11_09_0111_lat_10.3005641_lon_105.2712811_alt_20.159m,640,0,640,480,10182,0
DJI_DateTime_2024_06_04_11_10_0112_lat_10.3005441_lon_105.2713268_alt_20.226m,train,DJI_DateTime_2024_06_04_11_10_0112_lat_10.3005441_lon_105.2713268_alt_20.226m__p000,DJI_DateTime_2024_06_04_11_10_0112_lat_10.3005441_lon_105.2713268_alt_20.226m,0,0,640,480,71126,0
DJI_DateTime_2024_06_04_11_10_0112_lat_10.3005441_lon_105.2713268_alt_20.226m,train,DJI_DateTime_2024_06_04_11_10_0112_lat_10.3005441_lon_105.2713268_alt_20.226m__p001,DJI_DateTime_2024_06_04_11_10_0112_lat_10.3005441_lon_105.2713268_alt_20.226m,640,0,640,480,118840,0
DJI_DateTime_2024_06_04_11_10_0112_lat_10.3005441_lon_105.2713268_alt_20.226m,train,DJI_DateTime_2024_06_04_11_10_0112_lat_10.3005441_lon_105.2713268_alt_20.226m__p002,DJI_DateTime_2024_06_04_11_10_0112_lat_10.3005441_lon_105.2713268_alt_20.226m,0,480,640,480,0,1
DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m,train,DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m__p000,DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m,0,0,640,480,180420,0
DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m,train,DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m__p001,DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m,640,0,640,480,176685,0
DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m,train,DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m__p002,DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m,0,480,640,480,20526,0
DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m,train,DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m__p003,DJI_DateTime_2024_06_04_11_10_0113_lat_10.3005235_lon_105.2713722_alt_20.217m,640,480,640,480,17504,0
DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m,train,DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m__p000,DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m,0,0,640,480,157985,0
DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m,train,DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m__p001,DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m,640,0,640,480,74268,0
DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m,train,DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m__p002,DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m,0,480,640,480,103110,0
DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m,train,DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m__p003,DJI_DateTime_2024_06_04_11_10_0114_lat_10.3005041_lon_105.2714172_alt_20.200m,640,480,640,480,98587,0
DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m,train,DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m__p000,DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m,0,0,640,480,190562,0
DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m,train,DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m__p001,DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m,640,0,640,480,64687,0
DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m,train,DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m__p002,DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m,0,480,640,480,187139,0
DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m,train,DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m__p003,DJI_DateTime_2024_06_04_11_10_0115_lat_10.3004839_lon_105.2714630_alt_20.320m,640,480,640,480,71867,0
DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m,train,DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m__p000,DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m,0,0,640,480,146228,0
DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m,train,DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m__p001,DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m,640,0,640,480,46875,0
DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m,train,DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m__p002,DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m,0,480,640,480,195805,0
DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m,train,DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m__p003,DJI_DateTime_2024_06_04_11_10_0116_lat_10.3004642_lon_105.2715076_alt_20.236m,640,480,640,480,20575,0
DJI_DateTime_2024_06_04_11_10_0117_lat_10.3004436_lon_105.2715544_alt_20.238m,train,DJI_DateTime_2024_06_04_11_10_0117_lat_10.3004436_lon_105.2715544_alt_20.238m__p000,DJI_DateTime_2024_06_04_11_10_0117_lat_10.3004436_lon_105.2715544_alt_20.238m,0,0,640,480,114580,0
